Headline,True_Label
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",NEUTRAL
You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,NEUTRAL
The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .,NEGATIVE
"In the Asia-Pacific region , Visa Wave is available in Malaysia , Taiwan and South Korea and will be expanded to Japan and Southeast Asia this year , Jung added .",POSITIVE
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",NEGATIVE
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",NEGATIVE
"Meanwhile , minority shareholders , expecting TeliaSonera to retain the bid , sell shares now .",NEUTRAL
"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",NEGATIVE
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,NEGATIVE
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",NEGATIVE
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,NEGATIVE
"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",NEGATIVE
"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",NEGATIVE
- The Group - s result before taxes was a loss of EUR 0.6 ( +0.6 ) million .,NEUTRAL
- The Group - s result before taxes was EUR -1.9 ( -3.0 ) million .,NEGATIVE
"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million .",NEGATIVE
The fair value of investment properties was EUR 2 251.0 ( 1 281.4 ) million .,NEUTRAL
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",NEGATIVE
Finnish media group Talentum has issued a profit warning .,NEGATIVE
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",NEGATIVE
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",NEGATIVE
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",NEGATIVE
"According shipping company Viking Line , the EU decision will have a significant financial impact .",NEUTRAL
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",NEGATIVE
"At some point in 2010 , all separate company names , such as Palmberg , Tekmanni , Lemcon , Forssan Betoni , Suonenjoen Betonituote , among others , will disappear .",NEUTRAL
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",NEGATIVE
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,NEGATIVE
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,NEGATIVE
Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,NEGATIVE
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,NEGATIVE
Earnings per share were at loss of EUR0 .24 .,NEGATIVE
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,NEGATIVE
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,NEGATIVE
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) reported on Thursday ( 6 November ) an operating loss of EUR1 .3 m on net sales of EUR11 .9 m for the period January to September 2008 .,NEUTRAL
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,NEGATIVE
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,NEGATIVE
Finnish home decoration and arts and crafts retailer Tiimari Plc ( OMX Helsinki : TII1V ) reported on Monday ( 18 August ) an operating loss of EUR3 .3 m on net sales of EUR33 .9 m for the period January-June 2008 .,NEUTRAL
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,NEGATIVE
He said : `` It is for sale again and we will be actively marketing it .,NEUTRAL
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",NEGATIVE
"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .",NEGATIVE
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",NEGATIVE
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",NEGATIVE
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,NEGATIVE
"Myllykoski , with one paper plant in Finland , one in the US and three in Germany , had revenues of EUR286m in the first half of 2010 and an operating loss of EUR12m , Reuters said .",NEGATIVE
Net loss in the same period in 2009 was euro18 .6 million .,NEUTRAL
Nokia Siemens Networks has struggled to make a profit in the past two years .,NEGATIVE
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,NEGATIVE
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",NEGATIVE
Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,NEGATIVE
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",NEGATIVE
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",NEGATIVE
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",NEGATIVE
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",NEGATIVE
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",NEGATIVE
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",NEGATIVE
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,NEGATIVE
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,NEGATIVE
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",NEGATIVE
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,NEGATIVE
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",NEGATIVE
Raisio 's malting capacity was in full use in 2008 .,POSITIVE
"Raw materials prices have surged in the past year , fueled in part because of the rapid industrialization of China , India and other developing nations .",NEGATIVE
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,NEGATIVE
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,NEGATIVE
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",NEGATIVE
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",NEGATIVE
The impact of Cableway to Teleste 's net sales in 2009 is estimated to be EUR 4 million .,NEUTRAL
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,NEGATIVE
Finnish Bank of +_land +_landsbanken has issued a profit warning .,NEGATIVE
Finnish forest machinery manufacturer Ponsse has issued a profit warning .,NEGATIVE
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",NEGATIVE
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",NEGATIVE
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,NEGATIVE
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,NEGATIVE
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",NEGATIVE
"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .",NEGATIVE
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",NEGATIVE
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",NEGATIVE
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,NEGATIVE
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",NEGATIVE
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",NEGATIVE
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,NEGATIVE
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",NEGATIVE
Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .,NEGATIVE
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",NEGATIVE
Scanfil has also issued a profit warning .,NEGATIVE
Scanfil issued a profit warning on 10 April 2006 .,NEGATIVE
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",NEGATIVE
"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",NEGATIVE
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",NEGATIVE
The real estate company posted a net loss of +  x201a - 59.3 million +  x201a - 0.21 per share compared with a net profit of +  x201a - 31 million +  x201a - 0.11 per share for the corresponding quarter of 2007 .,NEGATIVE
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",NEGATIVE
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",NEGATIVE
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,POSITIVE
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",POSITIVE
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",POSITIVE
The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,POSITIVE
The talks are aimed at restructuring operations and cutting costs .,POSITIVE
"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+ki Oyj 's CEO Jukka Moisio .",NEUTRAL
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",POSITIVE
EBIT excluding non-recurring items was estimated to increase from 2009 .,POSITIVE
"In February 2011 , new wording of Identity Documents Act that makes Mobile ID a state-approved electronic document as of February 1st 2011 entered into force .",NEUTRAL
Lean System supports change management and component purchasing extremely well .,POSITIVE
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,POSITIVE
The planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill .,NEUTRAL
This transaction will also rationalize our pulp and paper industry related solutions .,POSITIVE
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,POSITIVE
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",POSITIVE
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",POSITIVE
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",POSITIVE
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",POSITIVE
"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .",POSITIVE
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,POSITIVE
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",POSITIVE
The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,POSITIVE
"Thus the method will cut working costs , and will fasten the planning and building processes .",POSITIVE
"By cutting the number of plants , the group will trim fixed costs .",POSITIVE
Results are expected late in 2006 .,NEUTRAL
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",NEUTRAL
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",NEUTRAL
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",NEGATIVE
The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,NEUTRAL
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,NEGATIVE
"As part of its new strategy , Finnish Biohit is planning to incorporate its diagnostics business into a separate limited company .",NEUTRAL
Finnish Benefon denies claims made in the press that the company is giving up its mobile handset business .,NEUTRAL
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",NEUTRAL
All reproduction for further distribution is prohibited .,NEUTRAL
As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,NEUTRAL
During the negotiations a reduction of 21 persons has taken place through natural redundancy or termination of fixed-term contracts .,NEUTRAL
Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .,NEGATIVE
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",NEUTRAL
"In this case , the effect would be negative in Finland .",NEGATIVE
"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",NEUTRAL
"It would be premature to talk about dates , volume and the investment procedure , '' he said .",NEUTRAL
"Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .",NEUTRAL
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,NEUTRAL
Nokia will certainly disagree with Qualcomm 's views on the patent situation .,NEGATIVE
Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,NEUTRAL
Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,NEUTRAL
"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source .",NEGATIVE
Possible personnel reductions concern approximately 104 people .,NEGATIVE
Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,NEUTRAL
"Secure your files online Like filling out a tax return , making a backup is boring .",NEUTRAL
"That 's what I go to bed worrying about every night , ' he said .",NEGATIVE
"The challenge for the company , however , is finding new sources of raw material , said Risto Rinne , CEO of Neste Oil .",NEUTRAL
The company initially estimated that it would cut up to 30 jobs .,NEGATIVE
"The company will try to adapt the operations through temporary lay-offs of different duration , working hour arrangements , training and development efforts .",NEUTRAL
"The effect may remain short-lived , however .",NEUTRAL
The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,NEUTRAL
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,NEUTRAL
The number of bodily injury cases quadrupled in 2000-2006 .,NEGATIVE
"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",NEUTRAL
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",NEUTRAL
The Symbian Foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its Symbian mobile phone operating system by mistake .,NEUTRAL
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,NEUTRAL
"The third applicant , Fortum , was dropped .",NEUTRAL
"Tieto 's service is also used to send , process and receive materials related to absentee voting .",NEUTRAL
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",NEUTRAL
"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",NEUTRAL
"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists .",NEUTRAL
"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''",NEUTRAL
`` We have the most expensive water brand in Finland at the moment . '',NEUTRAL
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,NEUTRAL
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",NEUTRAL
"A worm set to activate Friday will corrupt documents using the most common file types , including '' .",NEUTRAL
"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+meri , the Northernmost part of the Gulf of Bothnia .",NEGATIVE
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,NEGATIVE
Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,NEUTRAL
"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",NEGATIVE
Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,NEUTRAL
"Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers .",NEUTRAL
Finnish M-real 's Kyro mill is starting negotiations to cut staff .,NEGATIVE
Finnish Nordic Aluminium is starting employer-employee negotiations in Finland that concern all staff groups .,NEUTRAL
Finnish publishing and printing group Ilkka-Yhtym+ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,NEUTRAL
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,NEUTRAL
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",NEGATIVE
"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .",NEGATIVE
"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",NEGATIVE
"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",NEUTRAL
"According to Tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it .",NEUTRAL
All other charges were dismissed .,NEUTRAL
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",NEUTRAL
Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,NEUTRAL
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",NEUTRAL
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,NEUTRAL
Another problem is cola-flavoured long drinks .,NEUTRAL
Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,NEUTRAL
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",NEGATIVE
Applying for summer work is seen as laborious and stressful .,NEGATIVE
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,NEGATIVE
"As a part of the plan , the Board of Directors decided to transfer a maximum of 330,000 shares held by the company in a share issue against payment directed to Aspo Management Oy , a holding company acquired by the management .",NEUTRAL
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",NEGATIVE
"As a result , it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms .",NEUTRAL
As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,NEGATIVE
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",NEGATIVE
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,NEUTRAL
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",NEUTRAL
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,NEUTRAL
Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,NEUTRAL
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,NEGATIVE
"Cuts equivalent to the costs of about 35-45 employees are the target , the company said .",NEGATIVE
EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .,NEGATIVE
"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",NEUTRAL
Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,NEUTRAL
"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .",NEGATIVE
"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",NEGATIVE
"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",NEGATIVE
"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .",NEUTRAL
GET MIDNIGHTTRADER IN REALTIME : This report is delayed .,NEUTRAL
Global life science industry is strictly regulated by international and national authorities .,NEUTRAL
He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,NEGATIVE
His resignation will take effect immediately .,NEUTRAL
"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",NEUTRAL
"In addition , the production at the Varpaisj+_ rvi factory will be stopped at the beginning of April 2009 .",NEGATIVE
In addition the production personnel of the Sport Division have been given a temporary lay-off warning .,NEGATIVE
"In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 .",NEUTRAL
"In Europe , the paper industry 's situation is paradoxical .",NEUTRAL
"In parallel , TeliaSonera has decided to conduct a compulsory acquisition .",NEUTRAL
"In Sweden , there is an oversupply of pharmacies .",NEGATIVE
Incap Furniture is presently negotiating staff cuts .,NEGATIVE
"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",NEGATIVE
It is a disappointment to see the plan folded .,NEGATIVE
It is the most awkward thing to use if you 're holding the phone with one hand .,NEGATIVE
"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .",NEGATIVE
"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",NEUTRAL
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,NEUTRAL
Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,NEGATIVE
"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",NEGATIVE
Less than ten people will face pension agreements .,NEUTRAL
"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",NEGATIVE
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",NEGATIVE
"( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 .",NEUTRAL
Managing Director Timo Kohtam+ki of Lemmink+inen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,NEUTRAL
"More than 14,000 customers were left powerless .",NEGATIVE
Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,NEUTRAL
M-real will start statutory employer-employee negotiations at the +_+nekoski board mill that concern about 130 people .,NEUTRAL
"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",NEUTRAL
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",NEUTRAL
Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .,NEUTRAL
Nokia is requesting that the companies stop making and selling the mobile phones and pay monetary damages and costs .,NEUTRAL
"On 20 March 2006 , Stora Enso refused to comment the news in any way .",NEUTRAL
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,NEUTRAL
Rapala Fishing Frenzy 2009 .,NEUTRAL
Residents access to the block is planned to be from Aleksandri Street .,NEUTRAL
"Russian Media Ventures ' minority shareholder Peter Hervy denied the plans to sell OVA Press , the daily said .",NEUTRAL
"Russian officials inspected the damage and gave the vessel permission to continue to Tallinn at around 4.30 a.m. The Norwegian-registered M-T Sten Nordic was carrying 11,000 tons of gas oil and was manned by a Filipino crew .",NEUTRAL
Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,NEUTRAL
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,NEGATIVE
"shock phase ' , consumers have once again started to plan and implement building projects .",NEUTRAL
Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,NEUTRAL
"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",NEUTRAL
"Some 250 people , of whom more than 200 are workers , will be retiring from the Raahe Works between 2008 and 2011 .",NEUTRAL
SWOT analysis is just one method of categorization and has its own weaknesses .,NEUTRAL
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,NEUTRAL
The appointments will be in force until the new CEO has been appointed .,NEUTRAL
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",NEUTRAL
The authorization is in force for a period of 18 months from the resolution by the General Meeting .,NEUTRAL
"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",NEUTRAL
"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",NEUTRAL
